u1,u2,cosinesim
chinesmurder420,cawwwtney,0.998973397012
chinesmurder420,toobvdd,0.995239308966
chinesmurder420,GGeisingerII,0.995662092527
chinesmurder420,TakeYuuThere,0.998478137978
chinesmurder420,realCurtMcGurt,0.995424474701
chinesmurder420,AdrianR_Patino,0.995809895069
chinesmurder420,thatmarshallvan,0.997816604497
chinesmurder420,Rodz1LLa,0.996269629145
chinesmurder420,TopChefQueens,0.99603897093
chinesmurder420,ParadiseXoxoxo,0.995302455322
chinesmurder420,codypipper,0.995776344589
chinesmurder420,dannboobs,0.996485281864
chinesmurder420,LifelessSammy,0.997455703132
chinesmurder420,jtmitchh,0.995872027751
chinesmurder420,hunterpoole88,0.995908581265
MSlovelybird,LovePurpleUrkle,0.998097420967
MSlovelybird,sfrady23,0.996242293957
MSlovelybird,RusChiasson,0.996471451389
MSlovelybird,ElPirataDelDF,0.996952512176
MSlovelybird,RylsMcMeier,0.995335372551
MSlovelybird,megans_law,0.996820150273
MSlovelybird,marcuszapata_,0.997318950085
MSlovelybird,lindsaysdealer,0.99726425073
MSlovelybird,BMeadows30,0.997301436413
MSlovelybird,DerekPotts63,0.996560220061
MSlovelybird,Tvichi22,0.995501001182
MSlovelybird,justlikehoneyxx,0.996490739571
MSlovelybird,sean_raw69,0.996142783192
MSlovelybird,eGREGiousme,0.996924811384
MSlovelybird,tyedyejer92,0.996421063369
MSlovelybird,toohightooshy,0.996490139622
MSlovelybird,NopoGinger,0.997247959971
MSlovelybird,cawwwtney,0.995136561718
MSlovelybird,TakeYuuThere,0.995139353448
MSlovelybird,waylonfearn,0.996527059204
MSlovelybird,wes_27,0.995889351599
MSlovelybird,realCurtMcGurt,0.995534765977
MSlovelybird,LifelessSammy,0.998040680002
MSlovelybird,FlyGuyJusLivin,0.995731744937
MSlovelybird,coughlin_sam,0.997867627429
MSlovelybird,McClusterfucks,0.995143105829
LovePurpleUrkle,sfrady23,0.995242996648
LovePurpleUrkle,RusChiasson,0.997480556481
LovePurpleUrkle,ElPirataDelDF,0.996354953556
LovePurpleUrkle,RylsMcMeier,0.996121814545
LovePurpleUrkle,megans_law,0.997628394846
LovePurpleUrkle,marcuszapata_,0.998399353958
LovePurpleUrkle,lindsaysdealer,0.99908610454
LovePurpleUrkle,BMeadows30,0.997864385602
LovePurpleUrkle,DerekPotts63,0.996702145231
LovePurpleUrkle,Tvichi22,0.998596046884
LovePurpleUrkle,justlikehoneyxx,0.996896084517
LovePurpleUrkle,eGREGiousme,0.998323372245
LovePurpleUrkle,tyedyejer92,0.997092283381
LovePurpleUrkle,toohightooshy,0.998542665417
LovePurpleUrkle,NopoGinger,0.998106532253
LovePurpleUrkle,BabyJuan209,0.99511570422
LovePurpleUrkle,bathsalt_elixir,0.996376296762
LovePurpleUrkle,TakeYuuThere,0.996524895031
LovePurpleUrkle,waylonfearn,0.999248556257
LovePurpleUrkle,wes_27,0.996459839847
LovePurpleUrkle,realCurtMcGurt,0.995193529051
LovePurpleUrkle,codypipper,0.995611831555
LovePurpleUrkle,markus_blake,0.995226869466
LovePurpleUrkle,LifelessSammy,0.999504187913
LovePurpleUrkle,coughlin_sam,0.999265475641
LovePurpleUrkle,ghost_812,0.995390257906
nikobulin,52___________18,0.996680561429
nikobulin,SEWillits,0.995071934005
nikobulin,yufckinlovebre,0.995183756095
nikobulin,madiRcoonce,0.995876310567
nikobulin,RolfPettzy11,0.995006208286
nikobulin,StevenPadden19,0.995738085818
adangandara,tdmeg,0.995050240095
adangandara,Corey_Brakhage,0.998872518176
adangandara,Andysthrash,0.999454883176
adangandara,52___________18,0.996990207478
adangandara,SEWillits,0.998237699202
adangandara,alexthomaas,0.996873188138
adangandara,AWgypsy11,0.999177713932
adangandara,Swemps,0.99570002278
adangandara,Tony_Teixeira_,0.998421175813
adangandara,BabyJuan209,0.995154906669
adangandara,SlippySoTrippy,0.998882827709
adangandara,yufckinlovebre,0.996865656182
adangandara,toobvdd,0.996038971107
adangandara,GGeisingerII,0.997596608931
adangandara,Neisha_Nashayy,0.99648942771
adangandara,wudupchuck,0.996247509732
adangandara,alliewardrop,0.997884532782
adangandara,mirandaalol,0.997418058155
adangandara,madiRcoonce,0.99697576759
adangandara,Rodz1LLa,0.997621435936
adangandara,TopChefQueens,0.99673660204
adangandara,ParadiseXoxoxo,0.997557411438
adangandara,nick_heinrich,0.997159390861
adangandara,southcount4lyfe,0.995533130205
Aywillie,imwhited,0.996401288812
Aywillie,lyndacarreraaa,0.997135281145
Aywillie,Mohammed__Lee,0.997058439334
Aywillie,craigJOONson,0.997603107736
Aywillie,Neisha_Nashayy,0.995342451567
Aywillie,wudupchuck,0.99603739131
Aywillie,alaynarenay,0.995711486874
Aywillie,_FollowMyTrelle,0.997032740171
Aywillie,TrippyFlippyyy,0.995759143596
Aywillie,superman8128,0.996775023697
Aywillie,Guchata_,0.995930420963
basedjose_,JustJickin,0.996858357415
basedjose_,nickcaterugby,0.998419498757
basedjose_,Vixoen,0.997603241023
basedjose_,DerekPotts63,0.997073542278
basedjose_,jack_witek,0.995999451019
basedjose_,tommy_schureman,0.995914699139
basedjose_,mauieblaowie,0.996598796018
basedjose_,gibabez,0.995485183973
basedjose_,15philk,0.995286599039
basedjose_,Haydenhamburger,0.995103006534
basedjose_,Chedda_Shedda,0.996487527311
basedjose_,LaneMartin6,0.997913570331
basedjose_,SMOKEme__imDRO,0.999216998269
basedjose_,AyreJordan22,0.996208177462
basedjose_,joe_patrick16,0.99675077873
basedjose_,Daddy_Pask,0.998072496097
basedjose_,TristanDesnerck,0.998883407215
basedjose_,wes_27,0.997433980817
basedjose_,EthanH73,0.997713770336
basedjose_,FitzRJ10,0.99894438782
basedjose_,_badcash,0.998353100188
basedjose_,chloethacat,0.998221528128
basedjose_,KadeAV,0.997849961572
basedjose_,ghost_812,0.995398057062
basedjose_,lubrey151,0.995601913458
imwhited,tdmeg,0.998169070722
imwhited,lyndacarreraaa,0.998993582584
imwhited,Corey_Brakhage,0.996361285481
imwhited,Andysthrash,0.995070912677
imwhited,jrgrego92,0.996096942094
imwhited,NinangSupreme,0.995551846985
imwhited,alexthomaas,0.995454605126
imwhited,Mohammed__Lee,0.998836508421
imwhited,katalynamarie,0.997606508824
imwhited,KwanTrae,0.996213874678
imwhited,ajigoe,0.995652110115
imwhited,craigJOONson,0.998803990472
imwhited,SlippySoTrippy,0.995928616206
imwhited,cawwwtney,0.995768346429
imwhited,toobvdd,0.997618632955
imwhited,GGeisingerII,0.996338426934
imwhited,Neisha_Nashayy,0.998253071811
imwhited,wudupchuck,0.998891921031
imwhited,Terence_TerTer,0.995921249219
imwhited,alaynarenay,0.996433550635
imwhited,thatmarshallvan,0.995643945253
imwhited,Rodz1LLa,0.995083410196
imwhited,TrippyFlippyyy,0.9990158166
imwhited,superman8128,0.99961355135
imwhited,Jasper_Bobby,0.9956148294
imwhited,codypipper,0.995426647708
imwhited,hunterpoole88,0.997730392382
imwhited,nick_heinrich,0.995746048201
imwhited,TheScottKirk,0.997985246183
imwhited,Kcrowe95,0.996600842683
tdmeg,lyndacarreraaa,0.997983211926
tdmeg,Corey_Brakhage,0.996394663111
tdmeg,Andysthrash,0.996697308119
tdmeg,NinangSupreme,0.995809803928
tdmeg,alexthomaas,0.996254084986
tdmeg,Mohammed__Lee,0.998842737116
tdmeg,katalynamarie,0.995508624144
tdmeg,KwanTrae,0.995320330985
tdmeg,craigJOONson,0.997293990313
tdmeg,SlippySoTrippy,0.996337207352
tdmeg,cawwwtney,0.996094090828
tdmeg,toobvdd,0.998509373088
tdmeg,GGeisingerII,0.99786957592
tdmeg,Neisha_Nashayy,0.998581901334
tdmeg,wudupchuck,0.998469504876
tdmeg,Terence_TerTer,0.996654389162
tdmeg,alaynarenay,0.996151095226
tdmeg,thatmarshallvan,0.997378942636
tdmeg,Rodz1LLa,0.995427792773
tdmeg,TrippyFlippyyy,0.997251435763
tdmeg,superman8128,0.997301575072
tdmeg,TopChefQueens,0.995695896546
tdmeg,codypipper,0.995200561352
tdmeg,hunterpoole88,0.996857752707
tdmeg,nick_heinrich,0.995959859805
tdmeg,TheScottKirk,0.996642130412
sfrady23,RusChiasson,0.997682716807
sfrady23,ElPirataDelDF,0.99878715326
sfrady23,RylsMcMeier,0.997631526152
sfrady23,megans_law,0.998437801591
sfrady23,marcuszapata_,0.998173593026
sfrady23,NinangSupreme,0.996872815604
sfrady23,lindsaysdealer,0.995673544133
sfrady23,richiekpuk,0.996321898205
sfrady23,DerekPotts63,0.996003030757
sfrady23,tommy_schureman,0.996796395645
sfrady23,sean_raw69,0.997270581807
sfrady23,Lindsay_Boyer,0.995323203102
sfrady23,tyedyejer92,0.995421695938
sfrady23,ajigoe,0.995890841227
sfrady23,cawwwtney,0.995959759117
sfrady23,Jerettp,0.996816487231
sfrady23,wes_27,0.996426584811
sfrady23,realCurtMcGurt,0.999609126285
sfrady23,AdrianR_Patino,0.997719912381
sfrady23,codypipper,0.995460704264
sfrady23,dannboobs,0.996671236538
sfrady23,erikagray10,0.997105276302
sfrady23,chloethacat,0.995203598039
sfrady23,McClusterfucks,0.99823220945
sfrady23,hunterpoole88,0.996445211886
sfrady23,ghost_812,0.995305624448
sfrady23,Kcrowe95,0.995630543379
sfrady23,Carlos_isBeast,0.996636577298
RusChiasson,ElPirataDelDF,0.996272918713
RusChiasson,RylsMcMeier,0.999546776942
RusChiasson,megans_law,0.997596737042
RusChiasson,marcuszapata_,0.999605695189
RusChiasson,NinangSupreme,0.997217083485
RusChiasson,lindsaysdealer,0.998348412314
RusChiasson,nickcaterugby,0.99599657917
RusChiasson,Vixoen,0.996004396316
RusChiasson,BMeadows30,0.995384393371
RusChiasson,DerekPotts63,0.996625944668
RusChiasson,tommy_schureman,0.996008005389
RusChiasson,toohightooshy,0.996570102558
RusChiasson,A_Tay_,0.997480304155
RusChiasson,cawwwtney,0.996805193865
RusChiasson,wes_27,0.997757546188
RusChiasson,realCurtMcGurt,0.99806432712
RusChiasson,AdrianR_Patino,0.995446287168
RusChiasson,thatmarshallvan,0.996317305811
RusChiasson,FitzRJ10,0.995186591468
RusChiasson,dannboobs,0.998061963668
RusChiasson,erikagray10,0.995443514101
RusChiasson,chloethacat,0.99526672718
RusChiasson,LifelessSammy,0.996471730111
RusChiasson,coughlin_sam,0.995252779306
RusChiasson,McClusterfucks,0.996014197419
RusChiasson,hunterpoole88,0.995777082745
RusChiasson,Carlos_isBeast,0.995316176987
SonOfTham,JustJickin,0.995360980191
SonOfTham,nickcaterugby,0.995746240308
SonOfTham,jack_witek,0.998176652276
SonOfTham,njp3d,0.997698246608
SonOfTham,mauieblaowie,0.996642308727
SonOfTham,Haydenhamburger,0.995406713379
SonOfTham,LaneMartin6,0.997086717376
SonOfTham,AyreJordan22,0.996204599097
SonOfTham,Supremo0730,0.997320166888
SonOfTham,TristanDesnerck,0.997012318454
SonOfTham,EthanH73,0.997785450495
SonOfTham,_badcash,0.99618128139
SonOfTham,chloethacat,0.996026033698
SonOfTham,KadeAV,0.996193106553
SonOfTham,ghost_812,0.995284539032
ElPirataDelDF,RylsMcMeier,0.996199113885
ElPirataDelDF,megans_law,0.998452116785
ElPirataDelDF,marcuszapata_,0.997517214233
ElPirataDelDF,NinangSupreme,0.996944639273
ElPirataDelDF,lindsaysdealer,0.995214999926
ElPirataDelDF,justlikehoneyxx,0.997950548821
ElPirataDelDF,sean_raw69,0.997278764164
ElPirataDelDF,tyedyejer92,0.997079801997
ElPirataDelDF,NopoGinger,0.996809599645
ElPirataDelDF,BabyJuan209,0.996029685469
ElPirataDelDF,cawwwtney,0.996614196848
ElPirataDelDF,Jerettp,0.998560790299
ElPirataDelDF,TakeYuuThere,0.996381070385
ElPirataDelDF,realCurtMcGurt,0.998263454301
ElPirataDelDF,AdrianR_Patino,0.99802440721
ElPirataDelDF,thatmarshallvan,0.996141810407
ElPirataDelDF,Rodz1LLa,0.995687578875
ElPirataDelDF,TopChefQueens,0.996155738915
ElPirataDelDF,codypipper,0.998196365878
ElPirataDelDF,dannboobs,0.995571125663
ElPirataDelDF,erikagray10,0.995754010853
ElPirataDelDF,LifelessSammy,0.996625753803
ElPirataDelDF,FlyGuyJusLivin,0.99505086298
ElPirataDelDF,coughlin_sam,0.995419804349
ElPirataDelDF,McClusterfucks,0.995462660278
ElPirataDelDF,hunterpoole88,0.996247099317
lyndacarreraaa,Corey_Brakhage,0.997392832533
lyndacarreraaa,Andysthrash,0.995727117208
lyndacarreraaa,jrgrego92,0.996833600928
lyndacarreraaa,NinangSupreme,0.995038324523
lyndacarreraaa,alexthomaas,0.997592062904
lyndacarreraaa,tankwilson,0.995697673392
lyndacarreraaa,Mohammed__Lee,0.999546992443
lyndacarreraaa,katalynamarie,0.997337803282
lyndacarreraaa,KwanTrae,0.998201639837
lyndacarreraaa,craigJOONson,0.998634713457
lyndacarreraaa,SlippySoTrippy,0.997621620248
lyndacarreraaa,cawwwtney,0.996144650344
lyndacarreraaa,toobvdd,0.996931860043
lyndacarreraaa,GGeisingerII,0.996753131958
lyndacarreraaa,Neisha_Nashayy,0.999320659828
lyndacarreraaa,wudupchuck,0.999409308115
lyndacarreraaa,alliewardrop,0.99558329533
lyndacarreraaa,Terence_TerTer,0.998351088976
lyndacarreraaa,alaynarenay,0.998152718917
lyndacarreraaa,_FollowMyTrelle,0.995573882095
lyndacarreraaa,JUANUMS,0.995236419229
lyndacarreraaa,thatmarshallvan,0.99526855247
lyndacarreraaa,TrippyFlippyyy,0.99937432348
lyndacarreraaa,superman8128,0.999070483875
lyndacarreraaa,TopChefQueens,0.995017004588
lyndacarreraaa,hunterpoole88,0.997292946455
lyndacarreraaa,nick_heinrich,0.996504280861
lyndacarreraaa,ShannonWhaley,0.99526915999
lyndacarreraaa,TheScottKirk,0.996082024872
lyndacarreraaa,10ParsonsG,0.995759465947
Corey_Brakhage,Andysthrash,0.998665248866
Corey_Brakhage,alexthomaas,0.997678825566
Corey_Brakhage,AWgypsy11,0.997920737997
Corey_Brakhage,Mohammed__Lee,0.9965513165
Corey_Brakhage,KwanTrae,0.996487593012
Corey_Brakhage,Tony_Teixeira_,0.996939019062
Corey_Brakhage,craigJOONson,0.995776134705
Corey_Brakhage,SlippySoTrippy,0.998995941737
Corey_Brakhage,cawwwtney,0.995477205631
Corey_Brakhage,toobvdd,0.996880540924
Corey_Brakhage,GGeisingerII,0.997987577435
Corey_Brakhage,Neisha_Nashayy,0.998200170698
Corey_Brakhage,wudupchuck,0.998228180686
Corey_Brakhage,alliewardrop,0.996842123016
Corey_Brakhage,mirandaalol,0.995812398137
Corey_Brakhage,Terence_TerTer,0.9960571733
Corey_Brakhage,Rodz1LLa,0.997684409962
Corey_Brakhage,TrippyFlippyyy,0.995713091634
Corey_Brakhage,superman8128,0.996060698807
Corey_Brakhage,TopChefQueens,0.996435052279
Corey_Brakhage,ParadiseXoxoxo,0.995543976506
Corey_Brakhage,nick_heinrich,0.997041127735
Corey_Brakhage,southcount4lyfe,0.995850564567
DaBlues314,Andysthrash,0.995321799697
DaBlues314,RomanOrton1993,0.997149702305
DaBlues314,AWgypsy11,0.99692665307
DaBlues314,justlikehoneyxx,0.996816516536
DaBlues314,Tony_Teixeira_,0.996254515263
DaBlues314,NopoGinger,0.995486812365
DaBlues314,BabyJuan209,0.997005684191
DaBlues314,JesusYouCanSEE,0.996100087509
DaBlues314,yufckinlovebre,0.997399414096
DaBlues314,GGeisingerII,0.995649505504
DaBlues314,TakeYuuThere,0.995309556882
DaBlues314,madiRcoonce,0.995660202902
DaBlues314,therealjonhause,0.998044052908
DaBlues314,Rodz1LLa,0.9964899015
DaBlues314,TopChefQueens,0.996717713714
DaBlues314,ParadiseXoxoxo,0.996007409246
DaBlues314,codypipper,0.995210567135
JustJickin,BeardgangAlexxx,0.99644392148
JustJickin,jack_witek,0.995951312547
JustJickin,njp3d,0.997999461172
JustJickin,BMcGComedy,0.995662949146
JustJickin,15philk,0.997640806452
JustJickin,Jaderocks201512,0.996895393114
JustJickin,AyDarbay15,0.999217063249
JustJickin,LaneMartin6,0.996504265025
JustJickin,AyreJordan22,0.996096190661
JustJickin,Supremo0730,0.995635150852
JustJickin,Brittanyyx21,0.995539910434
JustJickin,TristanDesnerck,0.998755157863
JustJickin,samantha525252,0.995394659249
JustJickin,EthanH73,0.995797345596
JustJickin,FreshClemonade,0.995569649643
JustJickin,_badcash,0.998004486707
JustJickin,KadeAV,0.996955446369
RylsMcMeier,megans_law,0.996872970237
RylsMcMeier,marcuszapata_,0.998871779195
RylsMcMeier,NinangSupreme,0.998652700592
RylsMcMeier,lindsaysdealer,0.997414380078
RylsMcMeier,nickcaterugby,0.995412270138
RylsMcMeier,Vixoen,0.996455380839
RylsMcMeier,DerekPotts63,0.996238176053
RylsMcMeier,tommy_schureman,0.99723633544
RylsMcMeier,Lindsay_Boyer,0.995720046607
RylsMcMeier,toohightooshy,0.995319106565
RylsMcMeier,A_Tay_,0.998885477918
RylsMcMeier,cawwwtney,0.99754033746
RylsMcMeier,wes_27,0.997050414275
RylsMcMeier,realCurtMcGurt,0.998391060921
RylsMcMeier,targatrophymark,0.995745539173
RylsMcMeier,AdrianR_Patino,0.996750707648
RylsMcMeier,thatmarshallvan,0.996981455005
RylsMcMeier,FitzRJ10,0.995576181126
RylsMcMeier,dannboobs,0.999095261356
RylsMcMeier,erikagray10,0.996313044323
RylsMcMeier,chloethacat,0.995835923301
RylsMcMeier,LifelessSammy,0.995382872049
RylsMcMeier,FlyGuyJusLivin,0.99553221152
RylsMcMeier,hunterpoole88,0.997256004765
RylsMcMeier,Kcrowe95,0.995748963561
Andysthrash,52___________18,0.995465257134
Andysthrash,SEWillits,0.996810529902
Andysthrash,alexthomaas,0.997659182599
Andysthrash,AWgypsy11,0.99875798665
Andysthrash,tankwilson,0.995137385143
Andysthrash,Mohammed__Lee,0.996100893648
Andysthrash,justlikehoneyxx,0.996154013888
Andysthrash,Tony_Teixeira_,0.998590513638
Andysthrash,BabyJuan209,0.997172863043
Andysthrash,SlippySoTrippy,0.998768293936
Andysthrash,cawwwtney,0.995510762561
Andysthrash,yufckinlovebre,0.997424799941
Andysthrash,toobvdd,0.998129183697
Andysthrash,GGeisingerII,0.998960883625
Andysthrash,TakeYuuThere,0.996296536884
Andysthrash,Neisha_Nashayy,0.997552144816
Andysthrash,wudupchuck,0.99700523442
Andysthrash,alliewardrop,0.998166298682
Andysthrash,mirandaalol,0.996835440323
Andysthrash,madiRcoonce,0.996604619195
Andysthrash,thatmarshallvan,0.995118306192
Andysthrash,Rodz1LLa,0.998762338849
Andysthrash,TopChefQueens,0.997731919386
Andysthrash,ParadiseXoxoxo,0.99832148839
Andysthrash,codypipper,0.995643485875
Andysthrash,JoseMagallon,0.995404364949
Andysthrash,nick_heinrich,0.996735461539
Stevahn_Decay,ldstine13,0.996780282054
Stevahn_Decay,muthafuqq,0.998369109615
Stevahn_Decay,bluefeathers7,0.999306303797
52___________18,SEWillits,0.999488216012
52___________18,AWgypsy11,0.997183460824
52___________18,Swemps,0.995710095933
52___________18,Tony_Teixeira_,0.996162719045
52___________18,SlippySoTrippy,0.995426174156
52___________18,yufckinlovebre,0.997477519904
52___________18,alliewardrop,0.995844351812
52___________18,madiRcoonce,0.998096051889
52___________18,StevenPadden19,0.998456761155
megans_law,marcuszapata_,0.998981517571
megans_law,NinangSupreme,0.995760342175
megans_law,lindsaysdealer,0.996542210633
megans_law,richiekpuk,0.99601767608
megans_law,BMeadows30,0.996046443021
megans_law,DerekPotts63,0.995910793206
megans_law,tommy_schureman,0.995320009875
megans_law,justlikehoneyxx,0.996005569094
megans_law,sean_raw69,0.997704988484
megans_law,tyedyejer92,0.996115684825
megans_law,toohightooshy,0.997218535457
megans_law,NopoGinger,0.996007569536
megans_law,cawwwtney,0.995274155618
megans_law,Jerettp,0.996416185528
megans_law,waylonfearn,0.995633595293
megans_law,wes_27,0.996038912871
megans_law,realCurtMcGurt,0.998232734473
megans_law,AdrianR_Patino,0.996356247029
megans_law,codypipper,0.997741484525
megans_law,dannboobs,0.995327371518
megans_law,erikagray10,0.996631864028
megans_law,LifelessSammy,0.996714574653
megans_law,coughlin_sam,0.996100522573
megans_law,McClusterfucks,0.99725429996
megans_law,ghost_812,0.995209615668
megans_law,Carlos_isBeast,0.996366236609
RomanOrton1993,marisssamarie26,0.996357828471
RomanOrton1993,justlikehoneyxx,0.997942951413
RomanOrton1993,Mc_Clutcheon,0.996873203463
RomanOrton1993,eGREGiousme,0.996294851005
RomanOrton1993,NopoGinger,0.99797286573
RomanOrton1993,BabyJuan209,0.997675334845
RomanOrton1993,JesusYouCanSEE,0.99869541946
RomanOrton1993,TakeYuuThere,0.997614887568
RomanOrton1993,therealjonhause,0.996031822025
RomanOrton1993,Rodz1LLa,0.995704488914
RomanOrton1993,TopChefQueens,0.995481671755
RomanOrton1993,ParadiseXoxoxo,0.995193177849
RomanOrton1993,JoseMagallon,0.996867910912
RomanOrton1993,LifelessSammy,0.99665049123
RomanOrton1993,coughlin_sam,0.995118605359
MrSpacely_420,lindsaysdealer,0.995307139419
MrSpacely_420,ashmeetsdoom,0.997546759605
MrSpacely_420,nickcaterugby,0.996781044684
MrSpacely_420,BMeadows30,0.997142372433
MrSpacely_420,DerekPotts63,0.996144895317
MrSpacely_420,mauieblaowie,0.996866110749
MrSpacely_420,15philk,0.996543650656
MrSpacely_420,toohightooshy,0.996210971327
MrSpacely_420,Chedda_Shedda,0.995732660831
MrSpacely_420,Mr_IWillThrowIt,0.99829165626
MrSpacely_420,LaneMartin6,0.997267691148
MrSpacely_420,Brittanyyx21,0.996474936711
MrSpacely_420,Daddy_Pask,0.996814554304
MrSpacely_420,wes_27,0.995982380361
MrSpacely_420,markus_blake,0.995725201907
MrSpacely_420,_badcash,0.996651167185
MrSpacely_420,KadeAV,0.997476348645
MrSpacely_420,ghost_812,0.996447943496
MrSpacely_420,MD_LC33,0.997664437045
marcuszapata_,NinangSupreme,0.996916339213
marcuszapata_,lindsaysdealer,0.998260291385
marcuszapata_,nickcaterugby,0.995212682098
marcuszapata_,BMeadows30,0.995983610775
marcuszapata_,DerekPotts63,0.99639082977
marcuszapata_,tommy_schureman,0.995389232334
marcuszapata_,Tvichi22,0.995400977081
marcuszapata_,justlikehoneyxx,0.996209016879
marcuszapata_,sean_raw69,0.995461927106
marcuszapata_,eGREGiousme,0.995053255158
marcuszapata_,tyedyejer92,0.995217525139
marcuszapata_,toohightooshy,0.997199110022
marcuszapata_,A_Tay_,0.996136019862
marcuszapata_,NopoGinger,0.995672160589
marcuszapata_,cawwwtney,0.99705169854
marcuszapata_,TakeYuuThere,0.995731428913
marcuszapata_,waylonfearn,0.99623810157
marcuszapata_,wes_27,0.997222356823
marcuszapata_,realCurtMcGurt,0.998196826971
marcuszapata_,AdrianR_Patino,0.995674122008
marcuszapata_,thatmarshallvan,0.996352028729
marcuszapata_,Rodz1LLa,0.995084421879
marcuszapata_,codypipper,0.996361889772
marcuszapata_,dannboobs,0.997112308776
marcuszapata_,erikagray10,0.996227749978
marcuszapata_,LifelessSammy,0.997564574498
marcuszapata_,coughlin_sam,0.996450884412
marcuszapata_,McClusterfucks,0.996747748313
marcuszapata_,hunterpoole88,0.99551816615
marcuszapata_,Carlos_isBeast,0.996141634232
jrgrego92,NinangSupreme,0.99605765134
jrgrego92,Mohammed__Lee,0.99700259105
jrgrego92,katalynamarie,0.999051422608
jrgrego92,KwanTrae,0.996391280661
jrgrego92,A_Tay_,0.99552807277
jrgrego92,ajigoe,0.996115984489
jrgrego92,cawwwtney,0.995401178694
jrgrego92,Terence_TerTer,0.995214677212
jrgrego92,TrippyFlippyyy,0.997622910049
jrgrego92,superman8128,0.997588620757
jrgrego92,hunterpoole88,0.996786772236
jrgrego92,10ParsonsG,0.997491868989
NinangSupreme,tankwilson,0.995757188109
NinangSupreme,Mohammed__Lee,0.996682278314
NinangSupreme,tommy_schureman,0.996924393732
NinangSupreme,katalynamarie,0.996321087525
NinangSupreme,KwanTrae,0.995912997104
NinangSupreme,justlikehoneyxx,0.995060221989
NinangSupreme,Lindsay_Boyer,0.996982581322
NinangSupreme,A_Tay_,0.998282165564
NinangSupreme,ajigoe,0.996910840502
NinangSupreme,cawwwtney,0.998483779748
NinangSupreme,toobvdd,0.995464144672
NinangSupreme,realCurtMcGurt,0.99780709335
NinangSupreme,targatrophymark,0.995613080323
NinangSupreme,AdrianR_Patino,0.998453948064
NinangSupreme,thatmarshallvan,0.998310524566
NinangSupreme,TrippyFlippyyy,0.995965210343
NinangSupreme,superman8128,0.99619064364
NinangSupreme,Jasper_Bobby,0.995242683622
NinangSupreme,codypipper,0.995333690513
NinangSupreme,dannboobs,0.998235395378
NinangSupreme,erikagray10,0.996835163067
NinangSupreme,FlyGuyJusLivin,0.996571839174
NinangSupreme,hunterpoole88,0.99879784179
NinangSupreme,Kcrowe95,0.995719448657
lindsaysdealer,nickcaterugby,0.997382959777
lindsaysdealer,Vixoen,0.996956675845
lindsaysdealer,BMeadows30,0.998210709342
lindsaysdealer,DerekPotts63,0.998295416466
lindsaysdealer,Tvichi22,0.997647363936
lindsaysdealer,mauieblaowie,0.996776656012
lindsaysdealer,eGREGiousme,0.996788137539
lindsaysdealer,tyedyejer92,0.995900808319
lindsaysdealer,toohightooshy,0.998772084475
lindsaysdealer,Chedda_Shedda,0.996621322298
lindsaysdealer,NopoGinger,0.995213783672
lindsaysdealer,LaneMartin6,0.995595272209
lindsaysdealer,bathsalt_elixir,0.995205811415
lindsaysdealer,Daddy_Pask,0.996779756639
lindsaysdealer,waylonfearn,0.998196236064
lindsaysdealer,wes_27,0.998421358729
lindsaysdealer,realCurtMcGurt,0.995987524914
lindsaysdealer,FitzRJ10,0.995437727509
lindsaysdealer,dannboobs,0.996343670324
lindsaysdealer,markus_blake,0.995856172239
lindsaysdealer,chloethacat,0.995620738136
lindsaysdealer,LifelessSammy,0.997854244768
lindsaysdealer,FlyGuyJusLivin,0.995377424786
lindsaysdealer,coughlin_sam,0.998012569148
lindsaysdealer,KadeAV,0.995181544723
lindsaysdealer,ghost_812,0.996739086721
lindsaysdealer,MD_LC33,0.995662793144
lindsaysdealer,Carlos_isBeast,0.99531440231
ashmeetsdoom,Mr_IWillThrowIt,0.995599322636
ashmeetsdoom,Richyadidas96,0.996263395833
ashmeetsdoom,markus_blake,0.997046844083
ashmeetsdoom,MD_LC33,0.998016072863
SEWillits,AWgypsy11,0.998505719369
SEWillits,Swemps,0.995122351801
SEWillits,Tony_Teixeira_,0.996870763112
SEWillits,SlippySoTrippy,0.996144734643
SEWillits,yufckinlovebre,0.997042460141
SEWillits,alliewardrop,0.99644480113
SEWillits,madiRcoonce,0.99863446182
SEWillits,ParadiseXoxoxo,0.996015451134
SEWillits,StevenPadden19,0.996967838503
BeardgangAlexxx,njp3d,0.996373292018
BeardgangAlexxx,BMcGComedy,0.995338245854
BeardgangAlexxx,15philk,0.997031840773
BeardgangAlexxx,AyDarbay15,0.99793120559
BeardgangAlexxx,LaneMartin6,0.995186431176
BeardgangAlexxx,Brittanyyx21,0.995339561206
BeardgangAlexxx,TristanDesnerck,0.995934795595
BeardgangAlexxx,FreshClemonade,0.996781746929
BeardgangAlexxx,_badcash,0.99706198285
BeardgangAlexxx,KadeAV,0.996587067321
nickcaterugby,Vixoen,0.997967907026
nickcaterugby,BMeadows30,0.998209686967
nickcaterugby,DerekPotts63,0.999475162339
nickcaterugby,jack_witek,0.996203652938
nickcaterugby,tommy_schureman,0.99613399311
nickcaterugby,Lindsay_Boyer,0.995235225901
nickcaterugby,mauieblaowie,0.999121015506
nickcaterugby,gibabez,0.996567444659
nickcaterugby,15philk,0.995638017822
nickcaterugby,toohightooshy,0.997879499393
