Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	drives	affiliation	achieve	power	reward	risk
dannboobs.txt	1	4078	60.64	40.80	64.00	39.35	48.55	17.39	76.53	6.42	3.58	2.82	0.22	1.72	0.27	7.53	0.56	0.44	0.56	0.42	5.81	1.79	0.81	2.01	1.47	0.25
Darth_PlurInc.txt	1	20018	68.88	65.56	33.29	95.69	14.73	15.10	71.11	6.42	5.57	0.83	0.11	0.21	0.26	7.95	0.26	0.55	0.19	0.42	6.19	1.79	1.28	1.55	1.97	0.20
Dee_Papa_Pimpin.txt	1	198	34.01	85.56	20.99	25.77	15.23	17.68	80.81	9.09	4.55	4.55	0.00	2.53	1.01	13.64	0.00	0.00	1.52	0.00	6.57	2.02	1.01	1.01	1.52	1.01
delaney_lewis.txt	1	9076	39.43	62.74	60.09	82.70	12.91	16.80	80.60	8.79	5.96	2.78	0.34	0.98	0.71	10.61	0.66	0.84	0.73	0.73	6.88	2.71	1.07	1.47	1.85	0.46
DerekPotts63.txt	1	5243	53.86	50.15	59.79	48.41	32.77	16.33	78.37	7.06	4.12	2.90	0.19	1.30	0.63	8.13	0.32	0.63	0.65	1.11	7.27	2.23	1.49	2.38	1.64	0.32
desufag420.txt	1	2985	37.50	54.28	47.58	33.88	19.01	17.52	79.20	7.17	3.75	3.28	0.27	1.91	0.54	10.28	0.34	0.60	0.84	0.80	5.56	1.88	1.17	1.24	1.57	0.23
dmariefin.txt	1	7343	44.92	37.29	44.14	38.87	18.64	16.00	74.48	7.15	3.92	3.19	0.33	1.46	0.56	7.49	0.67	0.57	1.23	0.75	5.27	1.63	1.12	1.66	1.23	0.38
drunk_carlos.txt	1	2442	68.38	26.69	63.93	1.59	26.84	16.91	79.93	7.37	2.17	5.20	0.41	2.83	1.15	7.86	0.53	0.70	1.68	0.82	6.27	1.68	1.52	1.76	1.80	0.61
Edwinhymer90.txt	1	9326	53.55	44.64	50.97	90.24	15.26	18.06	81.17	12.57	8.21	4.32	0.25	2.67	0.42	7.91	0.45	0.56	0.39	0.78	7.39	2.49	0.95	2.53	1.78	0.45
eGREGiousme.txt	1	20606	23.55	49.84	44.24	24.31	7.77	12.91	88.46	7.23	3.55	3.64	0.16	2.08	0.54	11.26	0.50	0.34	0.78	0.87	8.40	3.45	1.12	2.40	1.36	0.71
ellohhveeee613.txt	1	7098	40.95	46.68	57.85	31.79	12.45	15.05	81.35	7.27	3.79	3.44	0.35	1.70	0.51	9.43	0.37	0.73	0.86	1.16	6.89	2.27	1.34	1.63	1.69	0.54
ElPirataDelDF.txt	1	16904	48.64	43.08	27.13	45.89	16.57	16.08	70.11	7.74	4.41	3.32	0.22	2.06	0.43	8.84	0.83	0.44	0.63	1.60	6.22	2.12	0.96	1.67	1.67	0.38
erikagray10.txt	1	4398	41.44	41.72	69.61	43.59	37.59	15.73	79.29	6.75	3.82	2.84	0.32	1.23	0.77	8.16	0.61	0.59	0.55	0.86	6.41	2.30	1.05	1.64	1.66	0.66
EskimoPoozel.txt	1	8344	16.57	37.31	72.26	28.16	22.02	13.51	87.99	10.61	5.37	5.23	0.34	2.78	0.85	11.69	0.59	0.64	1.13	0.95	6.45	1.81	1.03	1.91	1.85	0.61
EthanH73.txt	1	13999	46.22	49.06	66.90	34.58	90.90	13.17	81.99	7.24	3.85	3.34	0.11	2.08	0.58	10.34	0.35	0.39	0.93	1.37	6.93	1.71	1.21	2.04	2.36	0.30
fierrosjaay.txt	1	858	29.66	41.25	77.46	27.71	27.68	12.35	79.60	6.41	3.26	3.15	0.35	1.40	0.47	10.61	0.47	0.82	0.35	1.40	7.69	3.03	1.28	1.86	1.52	0.70
Float_on_always.txt	1	115	16.90	66.81	49.13	93.61	6.76	18.26	81.74	6.09	5.22	0.87	0.00	0.00	0.00	13.04	0.00	0.87	0.00	0.00	9.57	3.48	1.74	1.74	3.48	0.00
FlyGuyJusLivin.txt	1	11672	55.19	30.94	73.03	44.60	36.02	9.83	78.16	5.43	3.19	2.16	0.17	1.11	0.38	7.06	0.44	0.35	0.91	1.22	7.13	1.85	1.28	2.42	2.05	0.39
FostersProblem.txt	1	18729	50.02	34.80	66.98	69.83	19.92	15.70	82.67	8.98	5.65	3.31	0.30	1.98	0.38	8.14	0.49	0.43	0.60	0.86	7.22	2.21	1.35	2.23	1.77	0.44
FreshClemonade.txt	1	4460	54.85	59.03	49.61	25.41	24.51	16.30	80.16	5.63	2.78	2.80	0.13	1.41	0.56	10.72	0.56	0.54	0.65	1.75	6.52	1.70	1.23	2.33	1.46	0.45
Gaski991.txt	1	146	78.22	63.40	38.05	9.10	29.20	9.59	73.29	5.48	2.05	3.42	0.00	0.00	0.68	7.53	0.00	1.37	0.00	4.11	5.48	0.00	0.00	1.37	2.05	2.05
getsuperrsonic.txt	1	1207	8.91	8.46	85.79	1.22	35.50	12.76	85.25	7.54	2.15	5.39	0.17	2.98	0.66	7.62	0.00	0.41	0.25	0.58	4.97	1.08	0.58	1.49	1.41	0.41
GGeisingerII.txt	1	5750	56.90	34.64	73.48	48.00	26.14	14.89	82.26	6.68	3.93	2.73	0.16	1.53	0.35	7.63	0.33	0.45	0.90	0.90	6.64	1.39	1.32	1.98	1.95	0.63
ghost_812.txt	1	1381	44.48	61.69	54.33	26.97	197.29	11.59	87.11	8.11	4.06	3.98	0.00	3.11	0.07	13.54	0.87	0.80	1.59	1.88	8.04	2.61	1.59	1.45	2.68	0.36
gibabez.txt	1	1665	63.98	55.25	75.94	29.80	25.62	20.00	79.88	5.23	2.70	2.46	0.24	0.84	0.54	8.11	0.24	0.48	0.30	0.36	6.07	1.80	1.26	1.56	1.44	0.60
GodGivenBaby.txt	1	5144	66.54	70.97	22.98	60.78	10.69	23.13	69.46	6.36	4.10	2.26	0.31	1.26	0.31	10.83	0.58	0.68	1.15	0.99	7.81	3.42	1.22	1.92	1.85	0.27
Guchata_.txt	1	342	44.28	46.49	58.07	95.42	19.00	16.96	85.96	8.48	6.43	1.75	0.00	0.88	0.29	9.36	0.29	0.29	0.00	1.17	8.19	2.92	2.05	2.34	1.17	0.29
GuidedByVodka.txt	1	2490	60.25	58.88	21.69	52.92	16.71	18.84	75.42	7.27	4.34	2.89	0.44	1.41	0.24	9.84	0.24	0.56	0.64	1.41	6.75	2.49	1.49	1.65	1.81	0.56
hallie_berryy.txt	1	5836	42.30	15.76	86.33	27.77	25.16	13.23	85.42	9.37	4.69	4.58	0.29	2.35	0.31	4.58	0.24	0.48	0.60	0.50	6.39	1.25	1.76	1.80	1.68	0.45
hamstanger.txt	1	1547	56.63	63.90	26.65	30.12	7.44	22.04	80.61	8.73	4.46	4.20	0.84	1.68	0.71	9.11	0.06	0.13	0.26	0.97	8.92	2.59	1.29	3.49	1.42	0.65
Hank226.txt	1	9485	72.16	60.29	28.64	80.58	9.85	16.93	74.94	7.87	5.44	2.41	0.28	0.77	0.46	8.47	0.77	0.70	0.37	1.31	8.05	2.07	1.50	2.65	2.57	0.61
Haydenhamburger.txt	1	9882	44.08	55.91	49.51	59.91	24.83	18.93	73.73	5.37	3.55	1.75	0.19	0.75	0.38	9.46	0.46	0.26	0.55	1.38	6.51	1.78	1.25	1.88	2.07	0.29
HigbeeLand101.txt	1	1336	85.62	42.00	16.66	70.81	15.18	24.33	58.53	5.09	3.74	1.35	0.22	0.30	0.37	3.97	0.45	0.45	0.37	0.22	4.64	1.80	1.95	0.75	1.42	0.22
houseofmaya.txt	1	1365	62.10	35.15	94.14	69.93	6.76	15.82	86.45	5.86	4.03	1.68	0.37	0.07	0.44	5.35	0.00	0.00	0.51	0.22	7.40	1.39	2.56	1.10	2.42	0.51
hunterpoole88.txt	1	9534	66.82	48.20	58.49	57.30	31.16	13.85	77.10	5.84	3.75	2.09	0.12	1.15	0.19	7.77	0.52	0.44	0.72	0.87	6.15	1.65	0.91	1.55	2.01	0.37
iamslugnasty.txt	1	8709	73.35	56.07	38.33	88.79	21.88	19.63	67.98	6.40	5.06	1.33	0.10	0.75	0.16	7.03	0.37	0.79	0.30	0.69	6.69	2.78	1.23	1.85	1.50	0.37
iddkkmyBFFJill.txt	1	1133	26.47	41.28	64.40	25.77	14.34	14.03	80.49	5.83	2.91	2.91	0.53	1.59	0.26	9.89	0.09	0.88	0.26	1.06	5.38	1.59	0.79	1.59	1.59	0.62
imwhited.txt	1	3642	62.66	50.11	33.87	50.36	36.06	19.96	68.04	6.48	3.90	2.58	0.08	1.62	0.44	6.89	0.33	0.49	0.49	0.60	6.53	2.28	1.32	1.89	1.37	0.33
inkedbeachbabe.txt	1	15010	65.55	34.53	86.71	58.16	15.85	18.38	85.49	7.06	4.36	2.65	0.46	0.73	0.54	5.49	0.31	0.29	0.29	0.39	6.78	1.64	1.49	1.95	2.05	0.63
itsANTObitch.txt	1	3294	57.01	42.88	43.01	22.94	26.56	15.94	77.35	6.04	2.91	3.10	0.24	1.55	0.55	8.04	0.52	0.58	1.03	1.12	6.86	1.79	1.37	1.94	1.94	0.49
ItsEthanBetch.txt	1	1753	31.89	48.40	61.19	81.33	7.69	12.21	82.77	9.47	6.27	3.19	0.46	1.08	0.91	10.55	0.17	0.23	0.57	0.46	5.82	2.45	0.86	1.25	1.20	0.46
ItsRain_.txt	1	2294	34.99	39.84	71.76	42.37	31.86	13.21	87.71	10.77	5.84	4.93	0.52	2.22	0.48	10.16	0.48	0.87	2.27	0.87	7.28	2.35	1.26	2.18	2.01	0.48
itsreileybitch.txt	1	7465	43.97	40.42	41.38	33.39	37.14	15.06	74.37	7.93	4.17	3.72	0.29	1.85	0.66	7.88	0.66	0.66	0.74	0.68	5.48	1.80	0.82	1.65	1.38	0.43
jack_witek.txt	1	15080	71.95	67.25	14.31	40.70	14.98	22.90	68.08	5.04	2.90	2.07	0.23	0.88	0.40	8.29	0.14	0.29	0.27	0.99	6.84	1.99	1.14	2.74	1.25	0.53
Jaderocks201512.txt	1	2785	78.60	58.93	26.72	33.84	15.30	15.62	69.84	4.13	2.26	1.80	0.18	1.11	0.29	8.98	0.39	0.72	0.79	0.97	5.71	2.73	0.68	1.47	1.18	0.32
jamiecooke_.txt	1	3618	15.26	48.78	75.85	47.77	26.60	16.06	84.27	8.51	4.84	3.65	0.41	1.58	0.75	12.27	0.66	0.83	0.64	0.83	6.55	2.68	1.19	1.46	1.46	0.55
JamieDRJ.txt	1	4157	70.67	30.41	69.05	46.13	11.78	18.88	75.22	7.67	4.33	3.22	0.24	2.02	0.34	4.57	0.26	0.29	0.12	0.34	5.87	1.15	1.80	1.64	1.71	0.22
Jasper_Bobby.txt	1	2973	62.22	51.35	28.50	73.51	11.99	16.04	72.35	7.47	4.98	2.42	0.13	1.61	0.37	8.78	0.34	0.77	0.98	1.55	6.19	2.05	1.08	2.12	1.41	0.20
JayMoneyy_.txt	1	1997	49.63	41.49	51.21	69.20	16.37	12.42	77.67	9.16	5.71	3.41	0.20	1.75	0.15	9.36	1.50	0.50	1.05	2.40	8.66	3.15	1.55	1.85	1.80	0.65
JC2ok.txt	1	11660	74.67	62.62	52.31	51.96	15.53	20.63	69.73	5.38	3.38	1.98	0.22	0.72	0.35	8.44	0.49	0.94	0.53	1.68	7.70	2.60	1.30	2.06	2.26	0.58
Jenna_Elise275.txt	1	6933	55.20	44.27	65.44	60.22	17.16	19.62	77.30	6.75	4.23	2.41	0.38	0.76	0.59	8.05	0.38	0.74	0.89	0.46	7.17	2.55	1.11	2.34	1.43	0.68
jenwongers.txt	1	9937	40.23	44.77	71.20	67.07	25.61	14.90	80.43	7.84	4.98	2.80	0.21	1.29	0.49	8.46	0.24	0.71	0.57	0.61	5.60	1.50	1.06	1.45	1.79	0.34
Jerettp.txt	1	11672	62.71	51.78	40.75	40.06	32.88	13.72	73.89	7.33	4.04	3.24	0.16	2.24	0.38	8.93	0.87	0.36	0.41	2.06	7.89	2.78	1.27	2.41	2.18	0.38
JesusYouCanSEE.txt	1	16945	43.97	17.36	70.54	14.45	220.06	11.24	81.24	6.96	3.04	3.86	0.18	2.67	0.34	7.46	0.83	0.40	0.90	1.00	7.39	1.64	1.32	2.17	2.51	0.33
joe_patrick16.txt	1	2116	46.05	52.46	82.50	35.69	75.57	17.30	79.25	6.14	3.36	2.79	0.14	1.32	0.28	9.45	0.38	1.28	0.33	1.04	7.61	2.93	0.71	1.65	1.84	0.57
jonny_smith95.txt	1	6133	56.49	22.32	58.08	1.20	54.27	12.86	77.92	9.33	3.02	6.26	0.13	4.52	0.47	5.80	0.55	0.34	0.20	0.93	7.35	1.73	1.65	2.12	2.17	0.31
JoseMagallon.txt	1	12365	43.80	45.09	46.51	30.70	12.80	13.19	80.52	8.52	4.41	4.12	0.16	2.46	0.55	8.04	0.26	0.39	0.33	0.41	6.41	1.90	1.31	1.54	1.95	0.32
jp_zxliv.txt	1	4680	47.70	42.45	57.93	9.85	21.97	16.28	84.94	8.25	3.46	4.74	0.36	2.67	0.60	10.49	0.30	0.83	0.71	1.13	6.79	2.12	0.94	2.12	1.35	0.83
Jramzzy.txt	1	12349	62.26	37.51	65.97	37.52	21.25	13.74	78.61	6.34	3.47	2.81	0.25	1.60	0.24	7.10	0.58	0.43	0.55	1.04	6.83	1.72	1.01	2.09	2.05	0.57
jrgrego92.txt	1	1036	54.23	63.22	49.64	90.79	21.58	18.15	77.32	8.59	6.27	2.32	0.19	0.87	0.68	10.23	0.97	0.39	0.48	0.77	8.30	4.25	1.54	1.83	1.64	0.19
jtmitchh.txt	1	2799	62.03	35.63	75.56	47.58	17.94	13.72	83.60	5.04	3.11	1.93	0.29	0.39	0.82	5.75	0.46	0.14	0.43	0.57	5.14	1.18	1.21	1.25	1.68	0.29
JUANUMS.txt	1	5805	49.41	42.88	50.45	79.47	13.16	14.87	75.28	7.42	5.19	2.24	0.14	1.15	0.59	7.68	0.22	0.57	1.22	0.41	7.10	2.20	1.52	1.72	1.89	0.22
JustJickin.txt	1	7705	51.32	62.77	37.44	21.58	22.08	16.37	75.38	6.06	2.88	3.15	0.19	2.09	0.34	11.52	0.49	0.84	0.86	1.51	6.41	2.02	1.48	1.74	1.75	0.39
justlikehoneyxx.txt	1	13164	25.33	31.27	71.71	26.02	35.77	13.00	86.71	9.51	4.74	4.73	0.19	2.82	0.84	10.48	0.64	0.71	0.96	1.50	7.22	2.32	1.16	1.99	1.84	0.47
J_Hermmm.txt	1	6741	67.59	50.36	49.05	81.80	21.82	17.36	72.87	9.63	6.35	3.23	0.18	1.19	1.04	7.51	0.59	1.07	0.31	1.19	7.21	2.03	1.16	2.00	2.42	0.64
KadeAV.txt	1	13248	60.18	49.85	26.67	22.38	27.15	19.09	66.26	5.19	2.48	2.69	0.08	1.82	0.31	7.90	0.47	0.43	0.54	0.75	5.59	1.38	1.01	1.99	1.51	0.32
katalynamarie.txt	1	3796	53.78	47.58	79.76	78.02	21.82	16.02	82.51	8.22	5.45	2.61	0.16	0.87	0.74	9.14	0.55	0.71	0.55	0.71	7.09	2.61	1.13	2.08	1.58	0.58
Kcrowe95.txt	1	1974	72.67	62.52	23.25	58.35	10.85	18.09	64.44	5.17	3.44	1.72	0.05	1.27	0.05	8.11	0.41	0.56	0.41	0.71	6.99	2.68	1.42	1.82	2.38	0.20
KEG0587.txt	1	13129	59.49	48.45	59.93	61.60	21.63	18.53	79.39	7.26	4.56	2.67	0.28	0.70	0.86	8.61	0.95	0.61	1.07	1.05	7.37	2.54	1.28	1.87	2.03	0.51
Kelshee22.txt	1	2459	27.88	16.04	79.13	18.57	8.22	13.01	83.90	10.21	4.84	5.33	0.61	2.52	0.89	7.16	0.20	0.49	1.18	0.37	6.47	1.63	0.77	1.83	2.48	0.41
Kennedy_laine.txt	1	2999	41.69	34.07	64.99	18.85	111.07	16.81	75.93	6.50	3.00	3.47	0.30	2.10	0.50	8.30	0.80	0.43	0.87	1.83	6.17	1.53	1.03	1.53	2.17	0.47
KenseySnyder.txt	1	6353	34.66	50.06	69.36	60.99	25.01	15.32	82.29	8.41	5.10	3.24	0.54	1.13	0.58	10.74	1.12	0.54	1.10	0.90	7.00	2.86	1.26	1.94	1.45	0.42
kevr0ckss.txt	1	2797	60.33	49.71	60.50	35.78	38.32	17.16	78.48	8.58	4.54	3.97	0.43	2.11	0.64	8.65	0.68	0.79	1.11	0.72	7.08	1.93	1.36	2.15	1.61	0.61
KingRichardXL.txt	1	6387	37.17	35.81	67.48	37.69	9.50	14.80	84.86	8.69	4.65	3.98	0.39	2.04	0.69	8.83	0.19	0.63	1.08	0.88	6.34	1.58	1.42	1.63	2.05	0.66
kjack0908.txt	1	1122	29.41	15.90	83.80	14.66	9.76	14.17	84.05	7.58	3.39	4.19	0.45	1.43	0.98	5.35	0.62	0.53	0.71	0.36	5.88	1.52	1.25	1.87	1.43	0.09
kmulvinator.txt	1	4570	63.33	24.59	74.59	46.32	18.21	17.24	82.54	8.36	4.70	3.59	0.26	2.19	0.35	5.43	0.39	0.31	0.44	0.20	6.26	1.33	1.79	1.51	1.95	0.28
KristenDD96.txt	1	1965	57.48	43.93	23.89	56.53	39.30	19.03	66.62	7.23	4.38	2.75	0.51	1.48	0.36	7.28	0.41	0.87	0.87	0.71	5.09	2.09	0.61	1.17	1.53	0.10
Kveldmann.txt	1	1581	71.56	67.78	50.00	90.49	35.13	23.91	73.06	5.69	4.81	0.89	0.06	0.13	0.44	8.35	0.44	0.63	1.01	0.44	7.27	2.15	1.64	2.09	2.21	0.13
KwanTrae.txt	1	2156	43.94	28.57	61.04	40.82	10.62	16.14	77.37	6.22	3.53	2.69	0.32	1.25	0.32	5.94	0.28	0.28	0.60	0.70	5.24	1.07	0.93	1.39	1.90	0.32
ladeelocc.txt	1	11737	39.04	42.59	41.92	10.57	35.57	13.52	77.54	7.88	3.33	4.53	0.29	3.07	0.41	10.13	0.72	0.61	1.40	0.93	6.92	2.38	1.06	1.81	1.82	0.24
LaneMartin6.txt	1	7628	46.54	60.40	30.31	32.29	21.37	16.53	73.54	6.93	3.64	3.26	0.21	2.15	0.35	10.75	0.52	0.46	0.87	1.28	6.54	2.20	1.19	1.85	1.93	0.39
ldstine13.txt	1	5418	65.47	14.26	93.72	6.47	135.45	11.44	84.68	6.88	2.57	4.30	0.22	3.14	0.33	4.76	0.31	0.15	0.33	0.48	7.09	0.76	1.07	2.36	2.75	0.50
LifelessSammy.txt	1	10583	38.06	26.68	76.25	29.73	15.43	12.74	81.75	6.92	3.57	3.34	0.19	1.97	0.63	8.81	0.41	0.60	0.82	0.92	6.48	1.92	1.22	1.97	1.75	0.30
LikeAHoe101.txt	1	683	23.21	19.80	89.57	61.87	11.78	12.45	92.24	8.64	5.27	3.37	0.15	1.61	0.29	6.88	0.15	0.15	0.29	0.15	9.37	1.61	1.90	2.49	3.81	1.17
lindaalitaa.txt	1	6753	29.33	49.29	61.55	49.17	47.22	12.68	83.71	6.50	3.85	2.59	0.31	1.26	0.37	11.73	0.40	1.10	0.84	1.18	6.89	2.61	0.93	1.66	1.75	0.44
lindsaysdealer.txt	1	7438	40.97	34.22	71.84	38.43	21.19	16.16	80.01	6.49	3.55	2.84	0.19	1.41	0.48	8.32	0.42	0.54	0.61	0.52	6.59	1.91	1.36	1.88	1.63	0.39
Lindsay_Boyer.txt	1	4451	64.44	50.72	46.90	64.53	28.72	19.70	70.84	5.73	3.89	1.84	0.16	0.85	0.45	7.64	0.67	0.61	1.06	0.90	5.84	1.89	0.97	1.66	1.73	0.27
loganfergusonn.txt	1	3087	49.89	60.36	64.48	49.27	71.79	19.14	80.30	8.20	4.70	3.43	0.36	1.07	0.94	9.59	0.49	0.71	0.84	0.58	7.61	2.33	1.55	2.33	2.07	0.52
loopslovee.txt	1	8429	43.87	28.57	63.00	61.32	21.95	14.83	79.16	8.21	5.03	3.16	0.36	1.35	0.63	6.63	0.64	0.26	0.79	0.95	6.64	1.91	1.48	1.76	1.71	0.39
LovePurpleUrkle.txt	1	5579	37.90	65.15	25.68	49.81	19.51	16.28	75.68	9.84	5.56	4.27	0.18	2.40	0.73	12.31	0.56	0.99	1.02	1.15	6.26	2.65	0.99	1.25	1.61	0.54
LoveSousa7.txt	1	2715	38.96	34.94	57.75	8.00	246.82	11.20	81.44	6.70	2.58	4.09	0.41	2.73	0.26	9.32	0.22	0.41	1.22	0.63	6.89	1.18	1.36	2.43	2.47	0.48
lubrey151.txt	1	1974	50.39	47.57	67.41	70.57	25.97	12.46	78.47	6.38	4.36	1.98	0.00	0.76	0.61	9.32	0.25	0.61	0.41	0.81	6.79	2.08	1.32	2.23	1.62	0.25
lyndacarreraaa.txt	1	10360	36.61	45.76	40.43	70.12	32.68	17.29	77.99	9.15	5.74	3.39	0.19	1.81	0.46	10.29	0.54	0.40	1.03	0.96	6.59	3.29	1.25	1.43	1.29	0.41
madiRcoonce.txt	1	7968	34.30	31.86	65.44	48.35	45.53	13.35	80.35	7.94	4.56	3.34	0.14	1.71	0.72	7.35	0.72	0.45	1.03	0.89	6.83	2.17	1.22	1.73	1.83	0.48
madisiin.txt	1	19536	55.09	49.55	41.61	26.96	15.73	14.29	76.88	6.98	3.47	3.39	0.39	1.83	0.32	8.13	0.27	0.44	0.60	0.41	5.33	1.25	1.21	1.39	1.36	0.46
MARCCmahWERDS.txt	1	10364	65.66	38.93	23.00	40.52	19.70	12.34	64.85	9.07	4.91	4.09	0.35	2.14	0.60	6.44	0.33	0.57	0.23	0.91	7.23	1.85	1.36	2.41	2.02	0.61
marcuszapata_.txt	1	27485	44.97	43.62	68.40	38.79	17.37	12.78	83.89	6.56	3.63	2.90	0.19	1.66	0.35	9.33	0.35	0.52	0.71	0.77	7.25	2.03	1.20	2.42	1.78	0.42
marissaroe.txt	1	12964	57.58	36.92	73.85	24.67	21.39	14.91	77.85	5.01	2.43	2.50	0.29	0.89	0.62	7.70	0.51	0.58	1.16	0.94	6.02	2.00	0.84	1.67	1.55	0.49
marisssamarie26.txt	1	7876	42.32	35.01	67.92	12.61	18.06	15.39	82.05	7.11	3.06	4.05	0.18	2.44	0.56	9.43	1.18	0.65	1.52	0.63	7.03	2.13	1.08	1.83	1.93	0.41
markus_blake.txt	1	2767	33.71	31.68	69.13	21.87	138.35	10.05	85.72	8.57	4.12	4.37	0.11	3.43	0.33	10.16	0.58	0.25	0.83	0.47	8.17	1.99	1.19	2.46	2.78	0.29
mauieblaowie.txt	1	2418	58.38	35.63	81.53	24.46	65.35	16.09	81.56	5.75	2.81	2.89	0.29	0.95	0.79	8.23	0.45	0.74	0.58	0.95	5.25	1.53	0.70	2.07	0.83	0.41
McClusterfucks.txt	1	2037	77.09	63.07	12.97	46.58	15.20	23.71	71.13	6.53	3.78	2.65	0.10	1.87	0.29	7.90	0.10	0.34	0.05	1.13	9.52	4.42	2.31	2.26	2.26	0.20
Mc_Clutcheon.txt	1	19925	36.28	29.78	71.19	9.19	17.68	12.83	83.21	8.11	3.34	4.70	0.22	3.18	0.48	9.03	0.34	0.59	0.74	1.16	6.46	1.41	1.34	1.95	1.77	0.54
MD_LC33.txt	1	463	31.59	53.46	56.83	19.33	57.88	13.82	83.15	7.56	3.46	3.89	0.00	2.81	0.86	11.66	0.22	0.22	0.86	0.65	7.34	1.51	2.38	1.73	2.81	0.22
megans_law.txt	1	6518	58.71	51.53	24.35	38.30	16.93	21.86	71.69	5.95	3.30	2.59	0.23	1.37	0.29	7.49	0.21	0.63	0.29	1.07	5.54	1.72	1.06	1.96	1.07	0.26
melissanderson_.txt	1	6253	62.88	49.68	61.23	64.28	17.61	20.26	78.51	7.34	4.65	2.62	0.22	0.67	0.80	6.83	0.30	0.74	0.62	0.38	6.75	2.35	1.30	1.81	2.11	0.53
middletonsarah.txt	1	4625	48.59	52.77	53.71	83.44	9.52	20.24	79.14	9.54	6.34	3.09	0.56	1.17	0.54	10.01	1.15	0.67	1.17	0.95	7.31	2.94	1.15	1.54	2.08	0.35
mirandaalol.txt	1	9511	43.78	38.69	49.63	46.71	36.16	15.47	74.20	8.11	4.61	3.47	0.29	1.57	0.98	8.75	0.63	0.66	0.97	0.49	5.92	2.13	0.83	1.62	1.71	0.36
MissAryelle.txt	1	3738	51.32	59.72	31.68	53.96	14.05	18.86	71.99	6.82	4.15	2.65	0.43	0.94	0.70	9.68	1.61	0.64	0.72	0.78	6.66	2.62	0.86	1.82	1.79	0.43
MitchRuibal.txt	1	9861	74.04	42.28	69.95	78.83	22.21	15.99	79.60	6.38	4.60	1.70	0.08	0.85	0.26	6.34	0.15	0.54	0.30	0.77	7.95	1.88	2.21	2.05	2.80	0.29
Mohammed__Lee.txt	1	3313	45.13	52.17	50.86	75.13	10.55	17.93	76.46	8.39	5.52	2.87	0.15	1.78	0.48	9.12	0.45	0.57	0.85	1.27	5.67	1.75	0.81	1.42	1.66	0.39
mommieyoee.txt	1	16748	30.79	52.36	67.31	42.22	25.77	13.71	86.17	7.85	4.34	3.43	0.38	1.39	0.65	13.33	2.13	0.73	2.62	1.67	7.54	2.80	1.16	1.67	2.08	0.42
MrSpacely_420.txt	1	8937	28.79	35.21	60.11	12.10	37.08	10.88	83.29	7.64	3.28	4.32	0.23	3.05	0.41	10.81	0.44	0.47	1.24	0.95	6.99	1.95	1.07	2.26	1.99	0.36
Mr_IWillThrowIt.txt	1	11750	52.04	36.87	32.43	18.84	23.36	19.11	72.44	6.09	2.77	3.24	0.16	2.39	0.27	7.32	0.48	0.45	1.09	0.71	5.59	1.58	1.02	1.58	1.40	0.39
MSlovelybird.txt	1	6965	75.21	47.70	27.52	27.20	9.73	16.11	67.02	4.94	2.50	2.41	0.20	1.06	0.47	6.50	0.19	0.14	0.72	0.65	4.29	1.01	0.76	1.42	0.93	0.50
muthafuqq.txt	1	11680	58.35	38.40	44.06	10.98	49.91	15.33	77.27	9.62	4.20	5.35	0.19	3.09	0.74	7.77	0.32	0.69	0.62	1.10	6.38	1.38	1.09	2.32	1.81	0.51
myhappyhead.txt	1	1149	62.80	44.12	60.15	50.11	11.49	22.02	83.99	7.75	4.53	3.22	0.61	1.13	0.44	6.70	0.00	0.17	0.09	0.35	7.57	1.57	2.61	1.83	1.91	0.44
mysteryppr.txt	1	9653	60.74	45.98	51.86	36.92	28.56	17.71	81.54	7.73	4.10	3.47	0.42	1.57	0.59	8.16	0.26	0.47	0.53	1.13	6.74	1.26	1.25	2.59	1.79	0.51
natalie_priest7.txt	1	12641	66.57	43.02	41.68	84.69	15.96	15.54	68.23	5.50	4.39	1.04	0.24	0.21	0.21	5.42	0.30	0.25	0.26	0.32	5.42	1.67	1.27	1.27	1.58	0.25
Neisha_Nashayy.txt	1	10107	40.73	37.06	67.16	81.42	88.66	14.49	80.19	9.81	6.44	3.35	0.16	1.97	0.38	10.09	0.51	0.62	1.08	0.92	6.43	1.98	1.20	1.38	1.89	0.45
nferg24.txt	1	57	43.45	43.02	50.35	99.00	28.50	14.04	73.68	14.04	10.53	3.51	0.00	1.75	0.00	7.02	0.00	0.00	1.75	1.75	12.28	1.75	1.75	0.00	7.02	1.75
NickVartanian.txt	1	947	54.25	35.96	47.98	13.02	86.09	17.85	76.66	7.71	3.38	4.33	0.00	2.64	0.42	8.13	0.32	1.06	0.21	1.90	7.71	2.32	1.37	2.64	1.90	0.53
nikobulin.txt	1	5268	45.62	43.89	61.31	44.92	54.88	14.94	80.11	7.50	4.27	3.23	0.36	1.82	0.32	7.44	1.06	0.30	0.55	1.71	8.79	2.56	1.52	2.30	2.79	0.65
NinangSupreme.txt	1	16757	55.25	54.35	27.11	60.04	17.75	17.81	68.43	6.61	4.20	2.39	0.16	1.19	0.51	8.23	0.61	0.53	1.09	0.72	5.87	2.13	0.78	1.57	1.58	0.33
